name	uuid	color	loyalty	mana_cost	text	type	power	toughness
River's Grasp	dbfa294e-f2ed-5254-97c5-13302f175454	['B', 'U']		{3}{U/B}	If {U} was spent to cast River's Grasp, return up to one target creature to its owner's hand. If {B} was spent to cast River's Grasp, target player reveals their hand, you choose a nonland card from it, then that player discards that card. (Do both if {U}{B} was spent.)			
River's Rebuke	21daf1fb-f69b-5c46-bbdb-0b25b54b3ac8	['U']		{4}{U}{U}	Return all nonland permanents target player controls to their owner's hand.			
Riverfall Mimic	dd225dbb-cca8-5e7a-a8a1-550ea4040439	['R', 'U']		{1}{U/R}	Whenever you cast a spell that's both blue and red, Riverfall Mimic has base power and toughness 3/3 until end of turn and can't be blocked this turn.		2	1
Riverwheel Aerialists	19b23145-fa2b-5128-a3d4-bc52ff47ce47	['U']		{5}{U}	"Flying
Prowess (Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)"		4	5
Riverwise Augur	37e3fcb3-0e35-532f-8935-d3a588a86909	['U']		{3}{U}	When Riverwise Augur enters the battlefield, draw three cards, then put two cards from your hand on top of your library in any order.		2	2
Riveting Rigger	d971da28-06e1-554c-a128-4148bc269227	['W']		{2}{W}	When Riveting Rigger enters the battlefield, you may sacrifice another artifact. If you do, put two +1/+1 counters on Riveting Rigger and it assembles a Contraption. (Put the top card of your Contraption deck face up onto one of your sprockets.)		2	2
Rix Maadi Guildmage	53b2bcb9-076f-53a6-ab64-cb9f90c44f11	['B', 'R']		{B}{R}	"{B}{R}: Target blocking creature gets -1/-1 until end of turn.
{B}{R}: Target player who lost life this turn loses 1 life."		2	2
Rix Maadi Reveler	d40f9203-dadc-50af-b2d6-ed3690382962	['R']		{1}{R}	"Spectacle {2}{B}{R} (You may cast this spell for its spectacle cost rather than its mana cost if an opponent lost life this turn.)
When Rix Maadi Reveler enters the battlefield, discard a card, then draw a card. If Rix Maadi Reveler's spectacle cost was paid, instead discard your hand, then draw three cards."		2	2
Rix Maadi, Dungeon Palace	ee26f0f1-b938-5512-8f95-6f54dd7e63ae				"{T}: Add {C}.
{1}{B}{R}, {T}: Each player discards a card. Activate this ability only any time you could cast a sorcery."			
Roalesk, Apex Hybrid	72a661da-43cd-54f0-96d2-e8ee7b0c1d82	['G', 'U']		{2}{G}{G}{U}	"Flying, trample
When Roalesk, Apex Hybrid enters the battlefield, put two +1/+1 counters on another target creature you control.
When Roalesk dies, proliferate, then proliferate again. (Choose any number of permanents and/or players, then give each another counter of each kind already there. Then do it again.)"		4	5
Roar of Challenge	1d278032-459b-50ba-9cdb-714511a80ffa	['G']		{2}{G}	"All creatures able to block target creature this turn do so.
Ferocious — That creature gains indestructible until end of turn if you control a creature with power 4 or greater."			
Roar of Jukai	de11ebc9-7d4d-568b-8738-75fb2d053699	['G']		{2}{G}	"If you control a Forest, each blocked creature gets +2/+2 until end of turn.
Splice onto Arcane—An opponent gains 5 life. (As you cast an Arcane spell, you may reveal this card from your hand and pay its splice cost. If you do, add this card's effects to that spell.)"			
Roar of Reclamation	470a2e4d-d74d-5db7-9503-2f39f6f6f463	['W']		{5}{W}{W}	Each player returns all artifact cards from their graveyard to the battlefield.			
Roar of the Crowd	a7c06bde-cdb3-57e2-ad82-f0f8524108c1	['R']		{3}{R}	Choose a creature type. Roar of the Crowd deals damage to any target equal to the number of permanents you control of the chosen type.			
Roar of the Kha	28c4cd86-6c84-59db-adfa-5f924416a74b	['W']		{1}{W}	"Choose one —
• Creatures you control get +1/+1 until end of turn.
• Untap all creatures you control.
Entwine {1}{W} (Choose both if you pay the entwine cost.)"			
Roar of the Wurm	a32ed62b-d604-52f6-a44d-9d36c2b2058b	['G']		{6}{G}	"Create a 6/6 green Wurm creature token.
Flashback {3}{G} (You may cast this card from your graveyard for its flashback cost. Then exile it.)"			
Roaring Primadox	f4cf7e0a-50f8-54c6-be9a-0a6a248e8301	['G']		{3}{G}	At the beginning of your upkeep, return a creature you control to its owner's hand.		4	4
Roaring Slagwurm	fc793034-90e9-5015-9038-0895f8b7ff0e	['G']		{5}{G}{G}	Whenever Roaring Slagwurm attacks, tap all artifacts.		6	4
Roast	19805810-df83-5eb6-b378-da0b4c34d193	['R']		{1}{R}	Roast deals 5 damage to target creature without flying.			
Robber Fly	56d34658-badc-5c32-bda0-14a53dd83ec4	['R']		{2}{R}	"Flying
Whenever Robber Fly becomes blocked, defending player discards all the cards in their hand, then draws that many cards."		1	1
Robe of Mirrors	2575b140-7aa0-58c9-b1b2-2a2c72898432	['U']		{U}	"Enchant creature (Target a creature as you cast this. This card enters the battlefield attached to that creature.)
Enchanted creature has shroud. (It can't be the target of spells or abilities.)"			
Robo-	137a8c73-c1f4-5e9c-9030-4de79bdd8228				"At the beginning of each end step, if an artifact entered the battlefield under your control this turn,
Augment {2} ({2}, Reveal this card from your hand: Combine it with target host. Augment only as a sorcery.)"		+1	+1
Robot Chicken	3065598c-0c44-50db-9319-be16c8bda729			{4}	"Whenever you cast a spell, put a 0/1 colorless Egg artifact creature token onto the battlefield.
Whenever an Egg you control is put into a graveyard from the battlefield, destroy target artifact or creature."		2	2
Roc Charger	588194c7-1b78-554a-9969-becf3d998bed	['W']		{2}{W}	"Flying
Whenever Roc Charger attacks, target attacking creature without flying gains flying until end of turn."		1	3
Roc Egg	6c007231-a365-522c-aaee-f6659016d450	['W']		{2}{W}	"Defender (This creature can't attack.)
When Roc Egg dies, create a 3/3 white Bird creature token with flying."		0	3
Roc Hatchling	02e69726-2c02-52c8-bc3e-877d86b560d7	['R']		{R}	"Roc Hatchling enters the battlefield with four shell counters on it.
At the beginning of your upkeep, remove a shell counter from Roc Hatchling.
As long as Roc Hatchling has no shell counters on it, it gets +3/+2 and has flying."		0	1
Roc of Kher Ridges	26924c73-5720-530c-83f9-32ab6b1ea9cb	['R']		{3}{R}	Flying		3	3
Rock Badger	2787a54a-db41-5807-9b6d-51476f9262fc	['R']		{4}{R}	Mountainwalk (This creature can't be blocked as long as defending player controls a Mountain.)		3	3
Rock Basilisk	5ebdd99d-e487-52de-bd2d-b73cc1bead02	['G', 'R']		{4}{R}{G}	Whenever Rock Basilisk blocks or becomes blocked by a non-Wall creature, destroy that creature at end of combat.		4	5
Rock Hydra	928d6576-247a-54f1-805e-02ac6c8acb3a	['R']		{X}{R}{R}	"Rock Hydra enters the battlefield with X +1/+1 counters on it.
For each 1 damage that would be dealt to Rock Hydra, if it has a +1/+1 counter on it, remove a +1/+1 counter from it and prevent that 1 damage.
{R}: Prevent the next 1 damage that would be dealt to Rock Hydra this turn.
{R}{R}{R}: Put a +1/+1 counter on Rock Hydra. Activate this ability only during your upkeep."		0	0
Rock Jockey	641811b4-dbe3-549c-9691-8966a715c3e1	['R']		{2}{R}	"You can't cast this spell if you've played a land this turn.
You can't play lands if you've cast Rock Jockey this turn."		3	3
Rock Lobster	cdef41b9-556b-508e-9f15-75c63d7e458b			{4}	Creatures named Scissors Lizard can't attack or block.		4	3
Rock Slide	f3a2a043-3df3-5ab4-8bde-023117691689	['R']		{X}{R}	Rock Slide deals X damage divided as you choose among any number of target attacking or blocking creatures without flying.			
Rockcaster Platoon	064805c0-3779-54c8-bff0-e2a5c1969e0e	['W']		{5}{W}{W}	{4}{G}: Rockcaster Platoon deals 2 damage to each creature with flying and each player.		5	7
Rocket Launcher	019be28b-8be2-5e96-805f-f84ac352b865			{4}	{2}: Rocket Launcher deals 1 damage to any target. Destroy Rocket Launcher at the beginning of the next end step. Activate this ability only if you've controlled Rocket Launcher continuously since the beginning of your most recent turn.			
Rocket-Powered Turbo Slug	626ab787-3696-5827-b9ad-2016049ab3a0	['R']		{3}{R}	Super haste (This may attack the turn before you cast it. (You may put this card from your hand onto the battlefield tapped and attacking during your declare attackers step. If you do, you lose the game at the beginning of your next turn's end step unless you pay this card's mana cost during that turn.))		3	1
Rockshard Elemental	c39ce74f-1c92-555f-937d-bd21469ada66	['R']		{5}{R}{R}	"Double strike (This creature deals both first-strike and regular combat damage.)
Morph {4}{R}{R} (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.)"		4	3
Rockslide Ambush	fc4d1bb4-2930-53d4-b2a6-57e7021eb1a9	['R']		{1}{R}	Rockslide Ambush deals damage to target creature equal to the number of Mountains you control.			
Rockslide Elemental	5fbe6121-4631-5b0f-9f03-438691df2a65	['R']		{2}{R}	"First strike
Whenever another creature dies, you may put a +1/+1 counter on Rockslide Elemental."		1	1
Rocky Tar Pit	5d955018-3811-597e-967e-6575cb02323e				"Rocky Tar Pit enters the battlefield tapped.
{T}, Sacrifice Rocky Tar Pit: Search your library for a Swamp or Mountain card, put it onto the battlefield, then shuffle your library."			
Rod of Ruin	9126699e-1ba4-553f-804e-cffe044dcdd1			{4}	{3}, {T}: Rod of Ruin deals 1 damage to any target.			
Rod of Spanking	6dd74b50-80ca-5b8a-ad94-bcb991e8036a			{1}	"{2}, {T}: Rod of Spanking deals 1 damage to target player. Then untap Rod of Spanking unless that player says ""Thank you, sir. May I have another?"""			
Rofellos	402b908a-f7cf-554f-8737-b511453ddc5c				Whenever a creature you control dies, draw a card.			
Rofellos's Gift	0887b70f-09ea-539a-86ed-522be6693798	['G']		{G}	Reveal any number of green cards in your hand. Return an enchantment card from your graveyard to your hand for each card revealed this way.			
Rofellos, Llanowar Emissary	35ea1fb7-e777-5faf-9cb1-2259fdf6d6b4	['G']		{G}{G}	{T}: Add {G} for each Forest you control.		2	1
Rogue Elephant	7372e65c-87e4-5621-987e-8f7d730a49a6	['G']		{G}	When Rogue Elephant enters the battlefield, sacrifice it unless you sacrifice a Forest.		3	3
Rogue Kavu	ac9a0e8a-f205-5b3a-b680-24cf813bd663	['R']		{1}{R}	Whenever Rogue Kavu attacks alone, it gets +2/+0 until end of turn.		1	1
Rogue Refiner	01863f99-8ad6-559a-9f68-fc5120914d68	['G', 'U']		{1}{G}{U}	When Rogue Refiner enters the battlefield, draw a card and you get {E}{E} (two energy counters).		3	2
Rogue Skycaptain	08f9097d-e607-5ba3-8a38-a8ac9119d917	['R']		{2}{R}	"Flying
At the beginning of your upkeep, put a wage counter on Rogue Skycaptain. You may pay {2} for each wage counter on it. If you don't, remove all wage counters from Rogue Skycaptain and an opponent gains control of it."		3	4
Rogue's Gloves	3fe40bd6-4693-5c76-89e7-914f737c70bf			{2}	"Whenever equipped creature deals combat damage to a player, you may draw a card.
Equip {2} ({2}: Attach to target creature you control. Equip only as a sorcery.)"			
Rogue's Passage	9161a217-5603-54d1-8971-26c84c01efd8				"{T}: Add {C}.
{4}, {T}: Target creature can't be blocked this turn."			
Rohgahh of Kher Keep	dcb65dbf-32be-5ef3-8d5a-1ca72a37e686	['B', 'R']		{2}{B}{B}{R}{R}	"At the beginning of your upkeep, you may pay {R}{R}{R}. If you don't, tap Rohgahh of Kher Keep and all creatures named Kobolds of Kher Keep, then an opponent gains control of them.
Creatures you control named Kobolds of Kher Keep get +2/+2."		5	5
Roil Elemental	6c338a47-1298-5669-abb5-52c85e8933b8	['U']		{3}{U}{U}{U}	"Flying
Landfall — Whenever a land enters the battlefield under your control, you may gain control of target creature for as long as you control Roil Elemental."		3	2
Roil Spout	a8db5e25-2dc1-55e5-bcb4-6582e1fff60c	['U', 'W']		{1}{W}{U}	"Put target creature on top of its owner's library.
Awaken 4—{4}{W}{U} (If you cast this spell for {4}{W}{U}, also put four +1/+1 counters on target land you control and it becomes a 0/0 Elemental creature with haste. It's still a land.)"			
Roil's Retribution	872ed6dd-43f7-569c-91e0-9a1efcb47bac	['W']		{3}{W}{W}	Roil's Retribution deals 5 damage divided as you choose among any number of target attacking or blocking creatures.			
Roiling Horror	aaac4a64-b836-5fc5-9d4a-2162f9efc84b	['B']		{3}{B}{B}	"Roiling Horror's power and toughness are each equal to your life total minus the life total of an opponent with the most life.
Suspend X—{X}{B}{B}{B}. X can't be 0. (Rather than cast this card from your hand, you may pay {X}{B}{B}{B} and exile it with X time counters on it. At the beginning of your upkeep, remove a time counter. When the last is removed, cast it without paying its mana cost. It has haste.)
Whenever a time counter is removed from Roiling Horror while it's exiled, target player loses 1 life and you gain 1 life."		*	*
Roiling Terrain	8ef6b9b6-5e0b-5343-9d7d-602cbfe4ad16	['R']		{2}{R}{R}	Destroy target land, then Roiling Terrain deals damage to that land's controller equal to the number of land cards in that player's graveyard.			
Roiling Waters	78ae039f-a476-5fee-be86-8e43791fcfb4	['U']		{5}{U}{U}	Return up to two target creatures your opponents control to their owners' hands. Target player draws two cards.			
Roilmage's Trick	f7e871b0-99b4-5241-85ce-707268064ade	['U']		{3}{U}	"Converge — Creatures your opponents control get -X/-0 until end of turn, where X is the number of colors of mana spent to cast Roilmage's Trick.
Draw a card."			
Role Reversal	c7318016-9b98-5b9d-aa8a-c477086deefe	['R', 'U']		{U}{U}{R}	Exchange control of two target permanents that share a permanent type.			
Rollick of Abandon	1a77f7a4-548c-5ef0-bd34-7c24b8a94ea5	['R']		{3}{R}{R}	All creatures get +2/-2 until end of turn.			
Rolling Earthquake	d232c084-2f4b-5c8c-b7d1-727ebf458967	['R']		{X}{R}	Rolling Earthquake deals X damage to each creature without horsemanship and each player.			
Rolling Spoil	b23f08ec-5d73-5b26-86ea-9eddae97a502	['G']		{2}{G}{G}	Destroy target land. If {B} was spent to cast Rolling Spoil, all creatures get -1/-1 until end of turn.			
Rolling Stones	8b9f7fbc-7938-5ff4-ad5e-4c5f1be018e2	['W']		{1}{W}	Wall creatures can attack as though they didn't have defender.			
Rolling Temblor	d85f1a34-f8a2-5a58-bfca-6b467dce02ea	['R']		{2}{R}	"Rolling Temblor deals 2 damage to each creature without flying.
Flashback {4}{R}{R} (You may cast this card from your graveyard for its flashback cost. Then exile it.)"			
Rolling Thunder	1b29cddc-7c5b-5fa9-85d0-4eb440c9a25d	['R']		{X}{R}{R}	Rolling Thunder deals X damage divided as you choose among any number of targets.			
Rona, Disciple of Gix	1e85fbb9-5c0b-5524-9d99-655bf7adc28d	['B', 'U']		{1}{U}{B}	"When Rona, Disciple of Gix enters the battlefield, you may exile target historic card from your graveyard. (Artifacts, legendaries, and Sagas are historic.)
You may cast nonland cards exiled with Rona.
{4}, {T}: Exile the top card of your library."		2	2
Ronin Cavekeeper	fdd537dc-8c2e-566d-8675-158d6a5a3263	['R']		{5}{R}	Bushido 2 (Whenever this creature blocks or becomes blocked, it gets +2/+2 until end of turn.)		4	3
Ronin Cliffrider	891aae29-e81e-5116-ada9-3222c07282ce	['R']		{3}{R}{R}	"Bushido 1 (Whenever this creature blocks or becomes blocked, it gets +1/+1 until end of turn.)
Whenever Ronin Cliffrider attacks, you may have it deal 1 damage to each creature defending player controls."		2	2
Ronin Houndmaster	0e01f28b-f500-5fd4-873c-ecd53c8955a9	['R']		{2}{R}	"Haste
Bushido 1 (Whenever this creature blocks or becomes blocked, it gets +1/+1 until end of turn.)"		2	2
Ronin Warclub	2ac94415-0342-59d1-a900-6bcc99589f10			{3}	"Equipped creature gets +2/+1.
Whenever a creature enters the battlefield under your control, attach Ronin Warclub to that creature.
Equip {5} ({5}: Attach to target creature you control. Equip only as a sorcery.)"			
Ronom Hulk	9e918140-528d-52a5-801d-ea57dca17d98	['G']		{4}{G}	"Protection from snow
Cumulative upkeep {1} (At the beginning of your upkeep, put an age counter on this permanent, then sacrifice it unless you pay its upkeep cost for each age counter on it.)"		5	6
Ronom Serpent	c7e9e563-ec31-5223-9e14-59c7c7ee0a16	['U']		{5}{U}	"Ronom Serpent can't attack unless defending player controls a snow land.
When you control no snow lands, sacrifice Ronom Serpent."		5	6
Ronom Unicorn	10aeff84-351d-580e-ba13-f5b61c53a637	['W']		{1}{W}	Sacrifice Ronom Unicorn: Destroy target enchantment.		2	2
Roofstalker Wight	77757f09-ef84-5589-b6c9-c4ed9d6d86f7	['B']		{1}{B}	{1}{U}: Roofstalker Wight gains flying until end of turn.		2	1
Rooftop Storm	9be044f3-ed16-5269-bf40-a712fe58df6e	['U']		{5}{U}	You may pay {0} rather than pay the mana cost for Zombie creature spells you cast.			
Roon of the Hidden Realm	eb2f331f-ca09-5f69-bf92-e3a5c7a24035	['G', 'U', 'W']		{2}{G}{W}{U}	"Vigilance, trample
{2}, {T}: Exile another target creature. Return that card to the battlefield under its owner's control at the beginning of the next end step."		4	4
Root Cage	45a8ead3-222c-5ad7-b37b-5ef6aa947c4f	['G']		{1}{G}	Mercenaries don't untap during their controllers' untap steps.			
Root Elemental	49b0a431-0d89-50cb-9bf6-2e193f697f9e	['G']		{4}{G}{G}	"Morph {5}{G}{G} (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.)
When Root Elemental is turned face up, you may put a creature card from your hand onto the battlefield."		6	5
Root Greevil	dbfa4cea-728a-5ffd-a071-668aeea12259	['G']		{3}{G}	{2}{G}, {T}, Sacrifice Root Greevil: Destroy all enchantments of the color of your choice.		2	3
Root Maze	4ad80073-3d03-55bc-b487-7efbfbdbc467	['G']		{G}	Artifacts and lands enter the battlefield tapped.			
Root Out	4c23c58a-0165-5f59-b277-25733a03e73e	['G']		{2}{G}	"Destroy target artifact or enchantment.
Investigate. (Create a colorless Clue artifact token with ""{2}, Sacrifice this artifact: Draw a card."")"			
Root Sliver	770f6a96-a06c-501f-9004-1e5a3dff3530	['G']		{3}{G}	"This spell can't be countered.
Sliver spells can't be countered."		2	2
Root Snare	c8a1498e-0e5b-5e06-b133-8a0344dac414	['G']		{1}{G}	Prevent all combat damage that would be dealt this turn.			
Root Spider	57faca6c-2505-5446-83e7-81e1e3d6e33c	['G']		{3}{G}	Whenever Root Spider blocks, it gets +1/+0 and gains first strike until end of turn.		2	2
Root-Kin Ally	5db1f355-bf8b-5e97-bdb2-0011f70786a1	['G']		{4}{G}{G}	"Convoke (Your creatures can help cast this spell. Each creature you tap while casting this spell pays for {1} or one mana of that creature's color.)
Tap two untapped creatures you control: Root-Kin Ally gets +2/+2 until end of turn."		3	3
Rootborn Defenses	686797e3-c10f-5898-9990-0da1fef01825	['W']		{2}{W}	Populate. Creatures you control gain indestructible until end of turn. (To populate, create a token that's a copy of a creature token you control.)			
Rootbound Crag	7a39c9cf-7709-5e47-ab4a-760a6c1baee6				"Rootbound Crag enters the battlefield tapped unless you control a Mountain or a Forest.
{T}: Add {R} or {G}."			
Rootbreaker Wurm	8245ebe6-f07c-5598-b15b-b94f708059d6	['G']		{5}{G}{G}	Trample (This creature can deal excess combat damage to the player or planeswalker it's attacking.)		6	6
Rootgrapple	573398ea-24e6-5f2d-b6c9-ad7ed9bbc08d	['G']		{4}{G}	Destroy target noncreature permanent. If you control a Treefolk, draw a card.			
Rooting Kavu	3094dee1-dfa4-5dd4-b278-442f2c5937c3	['G']		{2}{G}{G}	When Rooting Kavu dies, you may exile it. If you do, shuffle all creature cards from your graveyard into your library.		4	3
Rootrunner	2a50f2bc-edb3-587c-80a9-c2a0fce3f552	['G']		{2}{G}{G}	"{G}{G}, Sacrifice Rootrunner: Put target land on top of its owner's library.
Soulshift 3 (When this creature dies, you may return target Spirit card with converted mana cost 3 or less from your graveyard to your hand.)"		3	3
Roots	ebcd7e7a-ba75-5098-827a-1912d66e4e0a	['G']		{3}{G}	"Enchant creature without flying
When Roots enters the battlefield, tap enchanted creature.
Enchanted creature doesn't untap during its controller's untap step."			
Roots of All Evil	6bb00e2a-abb9-5872-88d1-1983f8e18078				When you set this scheme in motion, create five 1/1 green Saproling creature tokens.			
Roots of Life	59bfe214-5919-5b44-9c24-0cc663b11be6	['G']		{1}{G}{G}	"As Roots of Life enters the battlefield, choose Island or Swamp.
Whenever a land of the chosen type an opponent controls becomes tapped, you gain 1 life."			
Rootwalla	0528efcf-4cd3-5c0d-b796-fc508003dd32	['G']		{2}{G}	{1}{G}: Rootwalla gets +2/+2 until end of turn. Activate this ability only once each turn.		2	2
Rootwater Alligator	35d76077-a2a1-57bf-905c-6b3fe8cf87d9	['G']		{3}{G}	Sacrifice a Forest: Regenerate Rootwater Alligator.		3	2
Rootwater Commando	c44b9124-88ad-5252-9803-a2526a4f123b	['U']		{2}{U}	Islandwalk (This creature can't be blocked as long as defending player controls an Island.)		2	2
Rootwater Depths	a4d97a03-7704-5cd2-b0ce-ff3a0a15d387				"{T}: Add {C}.
{T}: Add {U} or {B}. Rootwater Depths doesn't untap during your next untap step."			
Rootwater Diver	bda0316b-3275-56a1-bf87-ab9238fab341	['U']		{U}	{T}, Sacrifice Rootwater Diver: Return target artifact card from your graveyard to your hand.		1	1
Rootwater Hunter	2d95b010-c1d1-5750-bca8-2ff86c4c8825	['U']		{2}{U}	{T}: Rootwater Hunter deals 1 damage to any target.		1	1
Rootwater Matriarch	88a4b6f0-df20-52b2-8aee-db1377774628	['U']		{2}{U}{U}	{T}: Gain control of target creature for as long as that creature is enchanted.		2	3
Rootwater Mystic	f077fc2a-09c3-553e-9cb1-56d2ba3bf903	['U']		{U}	{1}{U}: Look at the top card of target player's library.		1	1
Rootwater Shaman	ec7b753a-939b-5f8c-b01a-32ce78545f90	['U']		{2}{U}	You may cast Aura spells with enchant creature as though they had flash.		2	2
Rootwater Thief	47900fbc-f012-5556-921d-0451b33eedfa	['U']		{1}{U}	"{U}: Rootwater Thief gains flying until end of turn.
Whenever Rootwater Thief deals combat damage to a player, you may pay {2}. If you do, search that player's library for a card and exile it, then the player shuffles their library."		1	2
Rorix Bladewing	69d6fedb-2aa4-5621-88a0-c81dcbd4a77f	['R']		{3}{R}{R}{R}	Flying, haste		6	5
Rosemane Centaur	27427653-9228-5470-9d6f-d420ce651257	['G', 'W']		{3}{G}{W}	"Convoke (Your creatures can help cast this spell. Each creature you tap while casting this spell pays for {1} or one mana of that creature's color.)
Vigilance"		4	4
Rosheen Meanderer	424118a9-d63d-56c6-b7c1-f5cfb97cefdc	['G', 'R']		{3}{R/G}	{T}: Add {C}{C}{C}{C}. Spend this mana only on costs that contain {X}.		4	4
Rot Farm Skeleton	18f82783-6437-54f9-82bb-757ffbb41fbf	['B', 'G']		{2}{B}{G}	"Rot Farm Skeleton can't block.
{2}{B}{G}, Put the top four cards of your library into your graveyard: Return Rot Farm Skeleton from your graveyard to the battlefield. Activate this ability only any time you could cast a sorcery."		4	1
Rot Hulk	5d845716-fd0c-5dc6-8e04-a7573a98a57f	['B']		{5}{B}{B}	"Menace
When Rot Hulk enters the battlefield, return up to X target Zombie cards from your graveyard to the battlefield, where X is the number of opponents you have."		5	5
Rot Shambler	c4e06cc3-7287-5bac-91b8-72c89ba0911b	['G']		{1}{G}	Whenever another creature you control dies, put a +1/+1 counter on Rot Shambler.		1	1
Rot Wolf	7b325975-415c-5b17-b6b7-cfdf95719425	['G']		{2}{G}	"Infect (This creature deals damage to creatures in the form of -1/-1 counters and to players in the form of poison counters.)
Whenever a creature dealt damage by Rot Wolf this turn dies, you may draw a card."		2	2
Rotcrown Ghoul	fad49395-2dc9-5e23-a8b9-5922b565afbb	['U']		{4}{U}	When Rotcrown Ghoul dies, target player puts the top five cards of their library into their graveyard.		3	3
Roterothopter	3d62cb0f-2afc-59f9-af6a-f6c055d5f348			{1}	"Flying
{2}: Roterothopter gets +1/+0 until end of turn. Activate this ability no more than twice each turn."		0	2
Rotfeaster Maggot	bb4fd63e-0d08-57dc-81c9-5a070ae77efb	['B']		{4}{B}	When Rotfeaster Maggot enters the battlefield, exile target creature card from a graveyard. You gain life equal to that card's toughness.		3	5
Rotlung Reanimator	35c55a4e-bdf8-52ec-b9bc-811face6dd72	['B']		{2}{B}	Whenever Rotlung Reanimator or another Cleric dies, create a 2/2 black Zombie creature token.		2	2
Rotted Hulk	d85bba5b-db25-5b2d-907a-0993cb427fb0	['B']		{3}{B}			2	5
Rotted Hystrix	5b076c12-d617-5ba2-840d-05ba9ddd8a7e	['G']		{4}{G}			3	6
Rotted Ones, Lay Siege	96df2f09-7373-5f9c-a49d-e30ef6105ffd				When you set this scheme in motion, for each opponent, create a 2/2 black Zombie creature token that attacks that player each combat if able.			
Rottenheart Ghoul	ab336269-eacb-5d58-b0b7-48d280a85bc8	['B']		{3}{B}	When Rottenheart Ghoul dies, target player discards a card.		2	4
Rotting Fensnake	fa6d4f87-b9ca-522d-bb31-da8a941b6ff4	['B']		{3}{B}			5	1
Rotting Giant	8be953d6-cd39-5279-afb5-9fa885a40d1f	['B']		{1}{B}	Whenever Rotting Giant attacks or blocks, sacrifice it unless you exile a card from your graveyard.		3	3
Rotting Legion	ff09b021-2efe-55a9-8d38-73dae6adfabe	['B']		{4}{B}	Rotting Legion enters the battlefield tapped.		4	5
Rotting Mastodon	9222ae89-4852-5813-ad8d-a12ab10655b1	['B']		{4}{B}			2	8
Rotting Rats	6cccd336-450a-57dc-a89f-14f40b9144e6	['B']		{1}{B}	"When Rotting Rats enters the battlefield, each player discards a card.
Unearth {1}{B} ({1}{B}: Return this card from your graveyard to the battlefield. It gains haste. Exile it at the beginning of the next end step or if it would leave the battlefield. Unearth only as a sorcery.)"		1	1
Rough	29920045-2ae8-5970-b4c0-726707927f0d	['R']		{1}{R}	Rough deals 2 damage to each creature without flying.			
Roughshod Mentor	3309fb85-c1da-59e5-b2cb-07436be04dc2	['G']		{5}{G}	Green creatures you control have trample.		5	4
Rouse	edb35cfd-14d8-5d5a-933b-1838f9eb7678	['B']		{1}{B}	"If you control a Swamp, you may pay 2 life rather than pay this spell's mana cost.
Target creature gets +2/+0 until end of turn."			
Rouse the Mob	c4679460-64b1-557e-8bfd-a67a73f1039b	['R']		{R}	"Strive — This spell costs {2}{R} more to cast for each target beyond the first.
Any number of target creatures each get +2/+0 and gain trample until end of turn."			
Rousing of Souls	aebb8d57-5eca-565b-b449-4dadf6759641	['W']		{2}{W}	Parley — Each player reveals the top card of their library. For each nonland card revealed this way, you create a 1/1 white Spirit creature token with flying. Then each player draws a card.			
Rout	95d6ffb9-adce-5569-a0ed-f88dfcea006a	['W']		{3}{W}{W}	"You may cast Rout as though it had flash if you pay {2} more to cast it. (You may cast it any time you could cast an instant.)
Destroy all creatures. They can't be regenerated."			
Rowan Kenrith	b9cfe888-dd78-51d5-b5e7-26b73324a5d2	['R']	4	{4}{R}{R}	"+2: During target player's next turn, each creature that player controls attacks if able.
-2: Rowan Kenrith deals 3 damage to each tapped creature target player controls.
-8: Target player gets an emblem with ""Whenever you activate an ability that isn't a mana ability, copy it. You may choose new targets for the copy.""
Partner with Will Kenrith
Rowan Kenrith can be your commander."			
Rowan Treefolk	b6b2dcfb-a6e4-54c8-b872-7da84cddd8ce	['G']		{3}{G}			3	4
Rowdy Crew	b32b4a6d-0c8f-5335-a14a-7007da96bda7	['R']		{2}{R}{R}	"Trample
When Rowdy Crew enters the battlefield, draw three cards, then discard two cards at random. If two cards that share a card type are discarded this way, put two +1/+1 counters on Rowdy Crew."		3	3
Rowen	298eeaed-b659-5471-a906-16b560969bc9	['G']		{2}{G}{G}	Reveal the first card you draw each turn. Whenever you reveal a basic land card this way, draw a card.			
Royal Assassin	d3a9b08d-2ae2-5f57-bbba-15670f9d3177	['B']		{1}{B}{B}	{T}: Destroy target tapped creature.		1	1
Royal Assassin Avatar	df661b2a-1cf5-5cac-9abd-889ab6ee7990				At the beginning of your upkeep, you draw a card and you lose 1 life.			
Royal Decree	c884ce0d-305a-5767-a790-978808b969af	['W']		{2}{W}{W}	"Cumulative upkeep {W} (At the beginning of your upkeep, put an age counter on this permanent, then sacrifice it unless you pay its upkeep cost for each age counter on it.)
Whenever a Swamp, Mountain, black permanent, or red permanent becomes tapped, Royal Decree deals 1 damage to that permanent's controller."			
Royal Falcon	374c6264-20a3-5d11-9702-f236ad8e82f5	['W']		{1}{W}	Flying		1	1
Royal Herbalist	d75bc64f-64b5-52ec-8685-ff3260ef4969	['W']		{W}	{2}, Exile the top card of your library: You gain 1 life.		1	1
